Name,CategoriesTags,Address,City,State,Country,Zip,Phone,Fax,email,website,External URL,description,Operating Hours
Integrated Pain Solutions,,"1210 Gemini Place, Suite 300",Columbus,OH,,43240,614-383-6450,,,www.ipscolumbus.com,,,
Integrative Healthcare,,1630 Riggins Road,Tallahassee,FL,,32308,850-878-4434,,,www.IHCFL.com,,,
Integrative Healthcare,,1630 Riggins Road,Tallahassee,FL,,32308,850-878-4434,,,www.IHCFL.com,,,
Integrative Medical Solutions,,65 S. Saints Blvd,Edmond,OK,,73034,405-348-2323,,,www.imsedmond.com,,,
Integrative Medicine,,1639 North Alpine Rd. Ste 503,Rockford,IL,,61107,815-977-7019,,,,,,
Integrative Medicine,,1639 North Alpine Rd. Ste 503,Rockford,IL,,61107,815-977-7019,,,,,,
Internal Medicine Physicians,,"17030 Lakeside Hills Plaza, Suite 104",Omaha,NE,,68130,402-758-5800,,,www.impomaha.com,,,
Internal Medicine Physicians,,"17030 Lakeside Hills Plaza, Suite 104",Omaha,NE,,68130,402-758-5800,,,www.impomaha.com,,,
Internal Medicine Physicians,,"17030 Lakeside Hills Plaza, Suite 104",Omaha,NE,,68130,402-758-5800,,,www.impomaha.com,,,
Internal Medicine Physicians,,"17030 Lakeside Hills Plaza, Suite 104",Omaha,NE,,68130,402-758-5800,,,www.impomaha.com,,,
Internal Medicine Physicians,,"16909 Lakeside Hills Ct., Suite 105",Omaha,NE,,68130,402-758-5800,,,www.impomaha.com,,,
IVME Wellness & Performance Center,,346 N State St ,Chicago,IL,,60654,312-763-6547,,,www.ivmechicago.com,,,
IVME Wellness & Performance Center,,1347 N. Wells St.,Chicago,IL,,60610,312-350-1822,,,www.ivmechicago.com,,,
IVME Wellness & Performance Center,,1347 N. Wells St.,Chicago,IL,,60610,312-350-1822,,,www.ivmechicago.com,,,
IVME Wellness & Performance Center,,1347 N. Wells St.,Chicago,IL,,60610,312-350-1822,,,www.ivmechicago.com,,,
"J Frank Martin Jr. MD, LLC",,566 Speers Creek Church Road Suite 102,Elgin,SC,,29045,803-788-6201,,,http://www.mdvip.com ,,,
J. Gruber Health Solutions ,,"7951 E. Maplewood Ave, Bldg. 3, Suite 100",Greenwood Village ,CO,,80111,303-746-1964,,,www.cirhealth.com,,,
J. Gruber Health Solutions ,,"7951 E. Maplewood Ave, Bldg. 3, Suite 100",Greenwood Village ,CO,,80111,303-746-1964,,,www.cirhealth.com,,,
"Jason Adams, MD",,1943 S. Burnside Avenue,Gonzales,LA,,70737,225-647-2294,,,www.acwh.net,,,
"Jason Peet MD, PA",,110 East Live Oak,Fredericksburg,TX,,78624,830-997-5559,,,www.doctorpeet.com,,,
Jefferson Life Center,,219 N. Polk,Jefferson,TX,,75657,903-665-2600,,,www.phynetinc.com,,,
Jenaro Velez Arteaga,,"Urb. Celina E-17, Calle Teodoro Medina",Ceiba,PR,,735,787-390-3636,,,,,,
"Jerry W. Lewis, MD, PA dba Superior T",,5757 Warren Parkway Ste. 110,Frisco,TX,,75034,469-388-1187,,,www.mysuperiort.com,,,
"Jessie Cheung, M.D. Dermatology and Laser Center",,545 Plainfield Rd. Suite B,Willowbrook,IL,,60527,630-455-0140,,,www.drcheungderm.com,,,
"Joanne M. Keller, ARNP Health and Wellness",,3619 Lake Center Dr.,Mount Dora,FL,,32757,352-385-2631,,,www.joannemkellerarnp.com,,,
"Joanne M. Keller, ARNP Health and Wellness",,3619 Lake Center Dr.,Mount Dora,FL,,32757,352-385-2631,,,www.joannemkellerarnp.com,,,
"Joanne M. Keller, ARNP Health and Wellness",,3643 Lake Center Drive,Mount Dora,FL,,32757,352-385-2631,,,www.joannemkellerarnp.com,,,
"Joanne M. Keller, ARNP Health and Wellness",,3643 Lake Center Drive,Mount Dora,FL,,32757,352-385-2631,,,www.joannemkellerarnp.com,,,
"Joanne M. Keller, ARNP Health and Wellness",,3643 Lake Center Drive,Mount Dora,FL,,32757,352-385-2631,,,www.joannemkellerarnp.com,,,
Jon Ric Austin Medical and Wellness Spa,,3501 N. Lakeline Blvd. Suite 110,Leander,TX,,78641,512-402-3319,,,www.jonricaustin.com,,,
Jon Ric International Health & Wellness,,1229 East 33rd Street,Edmond,OK,,73013,405-285-4560,,,www.jonricedmond.com,,,
Jon Ric International Health & Wellness,,1229 East 33rd Street,Edmond,OK,,73013,405-285-4560,,,www.jonricedmond.com,,,
Jon Ric International Health & Wellness,,1229 East 33rd Street,Edmond,OK,,73013,405-285-4560,,,www.jonricedmond.com,,,
Jonathan Seidlin MD,,"11960 Lioness Way, Suite 210",Lonetree/Parker,CO,,80134-5367,303-695-6106,,,,,,
Jonathan Seidlin MD,,"11960 Lioness Way, Suite 210",Lonetree/Parker,CO,,80134-5367,303-695-6106,,,,,,
Joy Wellness Partners,,838 G Street Suite 201,San Diego,CA,,92101,858-609-0866,,,www.joywellnesspartners.com,,,
Joy Wellness Partners,,838 G Street Suite 201,San Diego,CA,,92101,858-609-0866,,,www.joywellnesspartners.com,,,
"Julie Taylor, MD",,225 South Euclid Ave.,Pasadena,CA,,91101,626-787-1397,,,www.julietaylormd.com,,,
"Julie Taylor, MD",,225 South Euclid Ave.,Pasadena,CA,,91101,626-787-1397,,,www.julietaylormd.com,,,
JVC Family Medicine,,"17347 Village Green Dr, Ste 106",Houston,TX,,77040,713-466-0197,,,http://www.jvcfamilymedicine.com/,,,
JVC Family Medicine,,"17347 Village Green Dr, Ste 106",Houston,TX,,77040,713-466-0197,,,http://www.jvcfamilymedicine.com/,,,
Kansas City Wellness Center and Medical Spa,,11401 Nall Ave. Suite 205,Leawood,KS,,66211,913-209-4770,,,www.kansascitywellnesscenter.com,,,
"Karen E. Kennedy, MD, FACOG, RPh",,"1118 Gulf Breeze Pkwy, Suite 201",Gulf Breeze,FL,,32561,850-916-7766,,,,,,
Kathy England,,10107 Ridge Gate Parkway #320,Lone Tree,CO,,80124,303-788-8460,,,www.whcawomencaringforwomen.com,,,
Keefe Memorial Hospital - Prairie View Clinic,,615 West 5th N Street,Cheyenne Wells,CO,,80810,719-767-5669,,,keefememorial.com,,,
Keith H. Lamy MD PA,,1106 Clayton Lane,Austin,TX,,78723,512-453-7356,,,www.keithlamymd.com,,,
Keith H. Lamy MD PA,,1106 Clayton Lane,Austin,TX,,78723,512-453-7356,,,www.keithlamymd.com,,,
Kellum Family Medicine,,3401 FM 3009,Schertz,TX,,78154,210-945-2121,,,www.kellumfamilymedicine.com,,,
Kellum Family Medicine,,3401 FM 3009,Schertz,TX,,78154,210-945-2121,,,www.kellumfamilymedicine.com,,,
Kellum Family Medicine,,3401 FM 3009,Schertz,TX,,78154,210-945-2121,,,www.kellumfamilymedicine.com,,,
Kellum Family Medicine,,3401 FM 3009,Schertz,TX,,78154,210-945-2121,,,www.kellumfamilymedicine.com,,,
Kellum Family Medicine,,3401 FM 3009,Schertz,TX,,78154,210-945-2121,,,www.kellumfamilymedicine.com,,,
Kellum Family Medicine,,3401 FM 3009,Schertz,TX,,78154,210-945-2121,,,www.kellumfamilymedicine.com,,,
Kellum Family Medicine,,"3903 Wiseman Blvd, Suite 215",San Antonio,TX,,78251,210-675-6724,,,www.kellumfamilymedicine.com,,,
Kellum Medical Group,,7323 Marbach Road #104,San Antonio,TX,,78227,210-674-0257,,,www.kellummedical.info,,,
Kellum Medical Group,,7323 Marbach Road #104,San Antonio,TX,,78227,210-674-0257,,,www.kellummedical.info,,,
Kellum Medical Group,,7323 Marbach Road #104,San Antonio,TX,,78227,210-674-0257,,,www.kellummedical.info,,,
Kellum Medical Group,,7323 Marbach Road #104,San Antonio,TX,,78227,210-674-0257,,,www.kellummedical.info,,,
Kellum Medical Group,,7323 Marbach Road #104,San Antonio,TX,,78227,210-674-0257,,,www.kellummedical.info,,,
Kellum Medical Group,,7323 Marbach Road #104,San Antonio,TX,,78227,210-674-0257,,,www.kellummedical.info,,,
Kellum Medical Group,,14610 Main St.,Lytle,TX,,78052,830-709-0257,,,www.kellummedical.info,,,
Kellum Medical Group,,14610 Main St.,Lytle,TX,,78052,830-709-0257,,,www.kellummedical.info,,,
Kellum Medical Group,,14610 Main St.,Lytle,TX,,78052,830-709-0257,,,www.kellummedical.info,,,
"Kenneth D. Wilgers, MD, PA",,3129 College Street Suite 200,Beaumont,TX,,77701,409-832-8600,,,www.drwilgers.com,,,
"Kenneth D. Wilgers, MD, PA",,3129 College Street Suite 200,Beaumont,TX,,77701,409-832-8600,,,www.drwilgers.com,,,
"Kevin Lynch, DO",,408 N. Hancock,Odessa,TX,,79761,432-580-7373,,,,,,
Key Laser Institute,,9755 SW Barnes Rd. Ste 155,Portland,OR,,97225,503-291-1953,,,www.keylaserinstitute.com,,,
Kim Lark Family Practice,,"2402 W Pierce, Suite 4-A",Carlsbad,NM,,88220,575-234-9964,,,,,,
"Kingwood Family Medicine, P.A.",,22751 Professional Drive,Kingwood,TX,,77339,281-319-8383,,,www.kingwoodfm.com,,,
Kingwood Wellness and Hormone Balance Center,,900 Rockmead Suite 235,Kingwood,TX,,77339,713-561-5631,,,www.hormonebiofusion.com,,,
"Kristin N. Schmidt, MD, PLLC",,2222 Greenhouse Rd. Suite 1800,Houston,TX,,77084,713-463-4005,,,www.kschmidtobgyn.com,,,
"Kristin N. Schmidt, MD, PLLC",,2222 Greenhouse Rd. Suite 1800,Houston,TX,,77084,713-463-4005,,,www.kschmidtobgyn.com,,,
L'Atelier De Beaute,,1950 Hughes Landing Blvd. Suite 1200,The Woodlands,TX,,77380,281-771-5569,,,www.latelierdebeaute.com,,,
L'Atelier De Beaute,,1950 Hughes Landing Blvd. Suite 1200,The Woodlands,TX,,77380,281-771-5569,,,www.latelierdebeaute.com,,,
La Belle Vie Cosmetic Surgery Center,,6712 Kimball Dr. ste 100,Gig Harbor,WA,,98335,253-853-8853,,,www.labelleviecosmetic.com,,,
"La Joya's Neighborhood Doctor, PA",,"2121 E. Griffin Parkway, Suite 6",Mission,TX,,78572,956-583-2300,,,,,,
"LA Plastic Surgery, Inc",,1274 N Palm Ave,Sarasota,FL,,34236,941-954-4500,,,,,,
"La Vereda Medical Center, LLC",,2600 E. Southern Ave. Suite G,Tempe,AZ,,85282,480-454-8611,,,http://www.laveredamedicalcenter.com ,,,
LaComb Health and Wellness,,6000 39th St.,Groves,TX,,77619,409-962-8509,,,http://lacombhealth.com/,,,
Lake City OBGYN,,"3140 NW Medical Center Lane, Suite 180",Lake City,FL,,32055,386-438-5095,,,www.gvilleobgyn.com,,,
Lake City OBGYN,,"3140 NW Medical Center Lane, Suite 180",Lake City,FL,,32055,386-438-5095,,,www.gvilleobgyn.com,,,
Lake Worth Minor Emergency,,6302 Lake Worth Blvd. #A,Fort Worth,TX,,76135,817-237-8273,,,,,,
Lake Worth Minor Emergency,,6302 Lake Worth Blvd. #A,Fort Worth,TX,,76135,817-237-8273,,,,,,
Lake Worth Wellness Center,,3963 Boat Club Rd.,Lake Worth,TX,,76135,817-237-8273,,,,,,
Lakeside Doctors,,"11101 Hefner Pointe Dr., Suite 204",Oklahoma City,OK,,73120,405-936-1000,,,www.lakesidedoctors.com,,,
Lampasas Hormone Wellness,,207 W. Avenue E,Lampasas,TX,,76550,512-863-8600,,,,,,
"Laurence M. Fakinos, MD, Inc.",,"27800 Medical Center Rd, Suite 260",Mission Viejo ,CA,,92691,949-364-3050,,,,,,
Lehigh Valley Pain and Primary Care,,4825 Tilghman St.,Allentown ,PA,,18104,610-366-9000,,,,,,
Lehigh Valley Pain and Primary Care,,4825 Tilghman St.,Allentown ,PA,,18104,610-366-9000,,,,,,
Lehigh Valley Pain and Primary Care,,4825 Tilghman St.,Allentown ,PA,,18104,610-366-9000,,,,,,
Lehigh Valley Pain and Primary Care,,4825 Tilghman St.,Allentown ,PA,,18104,610-366-9000,,,,,,
Lena Bruce Family Practice,,12422 HWY 6,Santa Fe,TX,,77510,409-316-9298,,,www.plmedspa.com,,,
Leslie Hardick DO,,"1325 Pennsylvania Ave, Suite 350",Fort Worth,TX,,76104,817-924-2216,,,www.lesliehardick.com,,,
"Lievano Perez OB/GYN of Miami, LLC",,"8525 SW 92 Street, Suite D13",Miami,FL,,33156,305-270-3562,,,http://www.drlievanoobgyn.com,,,
"Lievano Perez OB/GYN of Miami, LLC",,"8525 SW 92 Street, Suite D13",Miami,FL,,33156,305-270-3562,,,http://www.drlievanoobgyn.com,,,
"Life Cycle OB/GYN, LLC",,2739 Felton Drive,East Point,GA,,30344,404-766-8371,,,,,,
"Life Cycle OB/GYN, LLC",,2739 Felton Drive,East Point,GA,,30344,404-766-8371,,,,,,
"Life Cycle OB/GYN, LLC",,2739 Felton Drive,East Point,GA,,30344,404-766-8371,,,,,,
"Life Cycle OB/GYN, LLC",,2739 Felton Drive,East Point,GA,,30344,404-766-8371,,,,,,
"Life Cycle OB/GYN, LLC",,428 Winn Court,Decatur,GA,,30030,770-692-2800,,,www.lifecycleobgyn.com ,,,
"Life Cycle OB/GYN, LLC",,428 Winn Court,Decatur,GA,,30030,770-692-2800,,,www.lifecycleobgyn.com ,,,
"Life Cycle OB/GYN, LLC",,428 Winn Court,Decatur,GA,,30030,770-692-2800,,,www.lifecycleobgyn.com ,,,
"Life Cycle OB/GYN, LLC",,107-B Upper Riverdale Rd. ,Riverdale,GA,,30274,770-692-2800,,,www.lifecycleobgyn.com ,,,
"Life Cycle OB/GYN, LLC",,107-B Upper Riverdale Rd. ,Riverdale,GA,,30274,770-692-2800,,,www.lifecycleobgyn.com ,,,
"Life Cycle OB/GYN, LLC",,107-B Upper Riverdale Rd. ,Riverdale,GA,,30274,770-692-2800,,,www.lifecycleobgyn.com ,,,
"Life Cycle OB/GYN, LLC",,107-B Upper Riverdale Rd. ,Riverdale,GA,,30274,770-692-2800,,,www.lifecycleobgyn.com ,,,
"Life Cycle OB/GYN, LLC",,107-B Upper Riverdale Rd. ,Riverdale,GA,,30274,770-692-2800,,,www.lifecycleobgyn.com ,,,
"Life Cycle OB/GYN, LLC",,107-B Upper Riverdale Rd. ,Riverdale,GA,,30274,770-692-2800,,,www.lifecycleobgyn.com ,,,
Life Time Fitness,,855 North Point Parkway,Alpharetta,GA,,30005,678-327-2624,,,www.shapemed.com,,,
Life Time FItness,,"5580 Roswell Rd., Suite 100",Sandy Springs,GA,,30342,404-303-2323,,,www.shapemed.com,,,
LifeCare Family Medicine,,2510 Bellevue Medical Center Dr. Ste. 145A,Bellevue,NE,,68123,402-779-7207,,,www.lifecarefm.com,,,
Lifetime Health and Wellness Center,,"101 South McLean Blvd, Suite A",South Elgin,IL,,60177,847-221-6199,,,http://chiropractorsouthelgin.net/,,,
Lifetime Health and Wellness Center,,"101 South McLean Blvd, Suite A",South Elgin,IL,,60177,847-221-6199,,,http://chiropractorsouthelgin.net/,,,
Lifetime Health and Wellness Center,,"101 South McLean Blvd, Suite A",South Elgin,IL,,60177,847-221-6199,,,http://chiropractorsouthelgin.net/,,,
Lifetime Health and Wellness Center,,"101 South McLean Blvd, Suite A",South Elgin,IL,,60177,847-221-6199,,,http://chiropractorsouthelgin.net/,,,
Lifetime Health and Wellness Center,,"101 South McLean Blvd, Suite A",South Elgin,IL,,60177,847-221-6199,,,http://chiropractorsouthelgin.net/,,,
"Lisa Koche, MD",,509 S. Armenia Ave. Suite 302,Tampa ,FL,,33609,813-319-0911,,,www.spectrawellness.com,,,
"Lisa Koche, MD",,509 S. Armenia Ave. Suite 302,Tampa ,FL,,33609,813-319-0911,,,www.spectrawellness.com,,,
Lisa M. Jukes MD,,"5656 Bee Cave Rd, Suite B101",Austin,TX,,78746,512-301-6767,,,www.lisamjukesmd.com,,,
Lisa M. Jukes MD,,"5656 Bee Cave Rd, Suite B101",Austin,TX,,78746,512-301-6767,,,www.lisamjukesmd.com,,,
Lisa M. Jukes MD,,"5656 Bee Cave Rd, Suite B101",Austin,TX,,78746,512-301-6767,,,www.lisamjukesmd.com,,,
Littleton Gynecology and Wellness,,7750 S. Broadway #200,Littleton,CO,,80122,303-730-6000,,,www.littletonobgyn.com,,,
Littleton Gynecology and Wellness,,7750 S. Broadway #200,Littleton,CO,,80122,303-730-6000,,,www.littletonobgyn.com,,,
Littleton Gynecology and Wellness,,7750 S. Broadway #200,Littleton,CO,,80122,303-730-6000,,,www.littletonobgyn.com,,,
Littleton Gynecology and Wellness,,7750 S. Broadway #200,Littleton,CO,,80122,303-730-6000,,,www.littletonobgyn.com,,,
Live Longer Medical,,102 5th Avenue,Indialantic,FL,,32903,321-327-2980,,,www.livelongermedical.com,,,
Live Longer Medical,,102 5th Avenue,Indialantic,FL,,32903,321-327-2980,,,www.livelongermedical.com,,,
Live Well at Warner Family Practice,,2905 W. Warner Rd. Suite 12,Chandler,AZ,,85224,480-752-7600,,,www.warnerfamilypractice.net,,,
Live Well at Warner Family Practice,,2905 W. Warner Rd. Suite 12,Chandler,AZ,,85224,480-752-7600,,,www.warnerfamilypractice.net,,,
Live Well at Warner Family Practice,,2905 W. Warner Rd. Suite 12,Chandler,AZ,,85224,480-752-7600,,,www.warnerfamilypractice.net,,,
Live Well at Warner Family Practice,,2905 W. Warner Rd. Suite 12,Chandler,AZ,,85224,480-752-7600,,,www.warnerfamilypractice.net,,,
Living Well Dallas,,"14330 Midway Road, Bldg 1, Suite 121	",Dallas,TX,,75244,972-930-0260,,,,,,
Living Well Dallas,,"14330 Midway Road, Bldg 1, Suite 121	",Dallas,TX,,75244,972-930-0260,,,,,,
Livonia Diagnostic Center,,10475 Farmington Rd. ,Livonia,MI,,48150,734-427-8081,,,,,,
Lone Star Surgery,,1216 Church St. ,Sulpher Springs,TX,,75482,903-885-2820,,,www.lonestarsurgery.com,,,
Lone Star Surgery,,"810 E. Ralph Hall Pkwy, Suite 140",Rockwall,TX,,75032,972-961-4300,,,www.lonestarsurgery.com,,,
Lone Tree Family Practice,,10103 Ridge Gate Parkway G23,Lone Tree,CO,,80124,303-225-0025,,,www.lonetreefp.com,,,
Lone Tree Family Practice,,10103 Ridge Gate Parkway G23,Lone Tree,CO,,80124,303-225-0025,,,www.lonetreefp.com,,,
Lone Tree Family Practice,,10103 Ridge Gate Parkway G23,Lone Tree,CO,,80124,303-225-0025,,,www.lonetreefp.com,,,
Lone Tree Family Practice,,10103 Ridge Gate Parkway G23,Lone Tree,CO,,80124,303-225-0025,,,www.lonetreefp.com,,,
Lone Tree Family Practice,,10103 Ridge Gate Parkway G23,Lone Tree,CO,,80124,303-225-0025,,,www.lonetreefp.com,,,
Lone Tree OBGYN,,10465 Park Meadows Dr #104,Lone Tree,CO,,80124,303-799-7903,,,www.lonetreeobgyn.com,,,
Lone Tree OBGYN,,10465 Park Meadows Dr #104,Lone Tree,CO,,80124,303-799-7903,,,www.lonetreeobgyn.com,,,
Lone Tree OBGYN,,10465 Park Meadows Dr #104,Lone Tree,CO,,80124,303-799-7903,,,www.lonetreeobgyn.com,,,
Lone Tree OBGYN,,10465 Park Meadows Dr #104,Lone Tree,CO,,80124,303-799-7903,,,www.lonetreeobgyn.com,,,
Lone Tree OBGYN,,10465 Park Meadows Dr #104,Lone Tree,CO,,80124,303-799-7903,,,www.lonetreeobgyn.com,,,
Lonestar OBGYN ,,7950 Floyd Curl Dr. Suite 300,San Antonio,TX,,78229,210-615-0337,,,www.lonestarobgyn.com,,,
Lonestar OBGYN ,,7950 Floyd Curl Dr. Suite 300,San Antonio,TX,,78229,210-615-0337,,,www.lonestarobgyn.com,,,
Lonestar OBGYN ,,7950 Floyd Curl Dr. Suite 300,San Antonio,TX,,78229,210-615-0337,,,www.lonestarobgyn.com,,,
Lonestar OBGYN ,,7950 Floyd Curl Dr. Suite 300,San Antonio,TX,,78229,210-615-0337,,,www.lonestarobgyn.com,,,
Lonestar OBGYN ,,7950 Floyd Curl Dr. Suite 300,San Antonio,TX,,78229,210-615-0337,,,www.lonestarobgyn.com,,,
Lonestar OBGYN ,,7950 Floyd Curl Dr. Suite 300,San Antonio,TX,,78229,210-615-0337,,,www.lonestarobgyn.com,,,
Lonestar OBGYN ,,7950 Floyd Curl Dr. Suite 400,San Antonio,TX,,78229,210-615-6505,,,www.lonestarobgyn.com,,,
Lonestar OBGYN ,,7950 Floyd Curl Dr. Suite 400,San Antonio,TX,,78229,210-615-6505,,,www.lonestarobgyn.com,,,
Longevity Health & Wellness,,3110 SW 89th St. #102,Oklahoma City,OK,,73159,405-546-2828,,,www.longevityok.com,,,
Longevity Health & Wellness,,3110 SW 89th St. #102,Oklahoma City,OK,,73159,405-546-2828,,,www.longevityok.com,,,
Longevity Health & Wellness,,3110 SW 89th St. #102,Oklahoma City,OK,,73159,405-546-2828,,,www.longevityok.com,,,
Longevity Health & Wellness,,3110 SW 89th St. #102,Oklahoma City,OK,,73159,405-546-2828,,,www.longevityok.com,,,
Longevity Health & Wellness,,3110 SW 89th St. #102,Oklahoma City,OK,,73159,405-546-2828,,,www.longevityok.com,,,
Longevity Health & Wellness,,3110 SW 89th St. #102,Oklahoma City,OK,,73159,405-546-2828,,,www.longevityok.com,,,
Louisiana Hormone Replacement Specialists of Lafayette,,340 Kaliste Saloom Road #H,Lafayette,LA,,70508,337-235-0575,,,,,,
Louisiana Hormone Replacement Specialists of Lafayette,,340 Kaliste Saloom Road #H,Lafayette,LA,,70508,337-235-0575,,,,,,
Louisiana Hormone Replacement Specialists of Pineville,,1135 Expressway Dr. #200-A,Pineville,LA,,71360,318-561-0001,,,,,,
Louisiana Hormone Replacement Specialists of Pineville,,1135 Expressway Dr. #200-A,Pineville,LA,,71360,318-561-0001,,,,,,
Louisville Orthopaedic Clinic & Sports Rehabilitation Center PSC,,"4130 Dutchmans Lane, Suite 300",Louisville,KY,,40207,502-897-1794,,,www.louortho.com,,,
"Lourdes Uribe, MD PA",,522 E. Dove Avenue,McAllen,TX,,78504,956-631-8383,,,www.valleyobgyn.com,,,
Lovitt Regenerative & Sexual Wellness,,7150 E. Hampden Ave Suite 202,Denver ,CO,,80224,720-536-4394,,,lovittcosmeticgyn.com,,,
Lubbock Family Medicine,,"7008 Indiana Ave., Suite A",Lubbock,TX,,79413,806-698-8088,,,www.lubbockfamilymedicine.com,,,
LuminCare,,"2628 Long Prairie Rd, Suite 107",Flower Mound,TX,,75022,972-539-3695,,,lumincare.luminhealth.com,,,
LuminCare,,"2628 Long Prairie Rd, Suite 107",Flower Mound,TX,,75022,972-539-3695,,,lumincare.luminhealth.com,,,
LuminCare,,"2628 Long Prairie Rd, Suite 107",Flower Mound,TX,,75022,972-539-3695,,,lumincare.luminhealth.com,,,
LuminCare,,"2628 Long Prairie Rd, Suite 107",Flower Mound,TX,,75022,972-539-3695,,,lumincare.luminhealth.com,,,
LuminCare,,1000 N. Preston Road Suite #60,Prosper,TX,,75078,469-342-7010,,,lumincare.luminhealth.com,,,
LuminCare,,1000 N. Preston Road Suite #60,Prosper,TX,,75078,469-342-7010,,,lumincare.luminhealth.com,,,
LuminCare,,210 N. Custer Rd. Suite 100,McKinney,TX,,75071,972-646-0960,,,http://lumincare.luminhealth.com/,,,
LuminCare,,210 N. Custer Rd. Suite 100,McKinney,TX,,75071,972-646-0960,,,http://lumincare.luminhealth.com/,,,
LuminCare,,"601 West FM 544, Suite 111",Murphy,TX,,75094,972-954-2356,,,www.lumincare.luminhealth.com,,,
LuminCare,,"601 West FM 544, Suite 111",Murphy,TX,,75094,972-954-2356,,,www.lumincare.luminhealth.com,,,
"M.D.'s Weight and Wellness Center, PA",,"200 River Pointe, Suite 115",Conroe,TX,,77304,936-756-8446,,,www.hateyourweight.com,,,
MacArthur Center for Hormone Balance & Wellness,,3501 N. MacArthur Blvd #350,Irving,TX,,75062,972-257-5300,,,,,,
Magnolia Family Medicine,,"6912 FM 1488, Suite A",Magnolia,TX,,77354,281-356-1945,,,www.mydocmd.com,,,
Magnolia Family Medicine,,"6912 FM 1488, Suite A",Magnolia,TX,,77354,281-356-1945,,,www.mydocmd.com,,,
Maintain Youth Age,,1333 Jefferson St. Suite F,Napa,CA,,94559,707-321-3071,,,www.mymedaesthetics.com,,,
Maintain Youth Age,,1333 Jefferson St. Suite F,Napa,CA,,94559,707-321-3071,,,www.mymedaesthetics.com,,,
Maria Cole Family Practice,,6110 Eastridge Rd. ,Odessa,TX,,79762,432-580-7320,,,www.mcfnp.com,,,
"Maria E. Rodriguez, MD, PA",,3220 S Jackson Rd PO BOX 2429,Edinburg,TX,,78539,956-380-1833,,,,,,
"Maria E. Rodriguez, MD, PA",,3220 S Jackson Rd PO BOX 2429,Edinburg,TX,,78539,956-380-1833,,,,,,
Marian Zinnante MD,,120 N Miller Road #300, Mansfield,TX,,76063,817-303-0496,,,http://www.womenscareassociates.org/,,,
Marisol Health,,1285 Centaur Village Dr Suite 100,Lafayette,CO,,80026,303-665-2341,,,https://marisolhealth.com,,,
Marisol Health,,1285 Centaur Village Dr Suite 100,Lafayette,CO,,80026,303-665-2341,,,https://marisolhealth.com,,,
Marisol Health,,1285 Centaur Village Dr Suite 100,Lafayette,CO,,80026,303-665-2341,,,https://marisolhealth.com,,,
Marisol Health,,1285 Centaur Village Dr Suite 100,Lafayette,CO,,80026,303-665-2341,,,https://marisolhealth.com,,,
Marisol Health,,1285 Centaur Village Dr Suite 100,Lafayette,CO,,80026,303-665-2341,,,https://marisolhealth.com,,,
Marissa Magsino MD,,"7450 Dr. Phillips Blvd., Suite 204",Orlando,FL,,32819,407-292-6778,,,www.marissamagsinomd.com,,,
"Mark A. Rodriguez MD, PA",,12602 Toepperwein Rd. #201,San Antonio,TX,,78233,210-646-0404,,,,,,
"Mark A. Rodriguez MD, PA",,12602 Toepperwein Rd. #201,San Antonio,TX,,78233,210-646-0404,,,,,,
"Mark A. Rodriguez MD, PA",,12602 Toepperwein Rd. #201,San Antonio,TX,,78233,210-646-0404,,,,,,
"Mark A. Rodriguez MD, PA",,12602 Toepperwein Rd. #201,San Antonio,TX,,78233,210-646-0404,,,,,,
Mark Hughes Associates Family Practice,,606 S. Seven Points Dr.,Seven Points,TX,,75143,903-432-2707,,,,,,
Mark Hughes Associates Family Practice,,606 S. Seven Points Dr.,Seven Points,TX,,75143,903-432-2707,,,,,,
"Mark Lobaugh, MD",,800 West Central Texas Expressway #200,Harker Heights,TX,,76548,254-519-2229,,,,,,
Mark Reecer MD,,"5750 Coventry Lane, Suite 101",Fort Wayne,IN,,46804,866-436-9337,,,www.fortwaynephysicalmedicine.com,,,
"Mary Lee Cherry, M.D.",,"1401 Ochsner Blvd, Suite B",Covington,LA,,70433,985-809-3883,,,,,,
Mary's Clinic,,849 E. Industry Street,Giddings,TX,,78942,979-540-2122,,,,,,
MastersMD,,8913 S Yale Ave. #200,Tulsa,OK,,74137,918-296-7546,,,www.mastersmd.com,,,
"Matthew R. Odom, M.D., PA",,"1050 NW 8th Ave., Suite 20",Gainesville,FL,,32601,352-379-7900,,,,,,
"Matthew R. Odom, M.D., PA",,"1050 NW 8th Ave., Suite 20",Gainesville,FL,,32601,352-379-7900,,,,,,
Matthew St. Laurent MD,,21212 Northwest Freeway #305,Cypress,TX,,77429,281-921-1890,,,www.drstlaurent.com,,,
MaxHealth Family Medicine,,5207 Heritage Ave.,Colleyville,TX,,76034,817-355-8000,,,www.maxhealthmed.com,,,
McKinney Family Medicine,,7692 Eldorado Parkway,McKinney,TX,,75070,972-562-8388,,,www.mckinneyfamilymed.com,,,
McKinney Family Medicine,,7692 Eldorado Parkway,McKinney,TX,,75070,972-562-8388,,,www.mckinneyfamilymed.com,,,
McKinney Family Medicine,,7692 Eldorado Parkway,McKinney,TX,,75070,972-562-8388,,,www.mckinneyfamilymed.com,,,
McKinney Family Medicine,,7692 Eldorado Parkway,McKinney,TX,,75070,972-562-8388,,,www.mckinneyfamilymed.com,,,
